course,A,B,C,D,F,total,gpa,Q,professor,semester,year,college,department
ENGR-102,23,25,14,0,0,62,3.145,2,LARA RUIZ J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,43,26,18,2,2,91,3.164,4,CRUZADO GARCIA A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,51,23,19,2,0,95,3.294,0,CRUZADO GARCIA A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,20,25,6,2,2,55,3.072,2,SCHAEFER K ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,5,5,9,2,0,21,2.619,1,SCHAEFER K ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,40,29,12,4,0,85,3.235,0,SCHAEFER K ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,33,32,19,2,0,86,3.116,1,MORTE M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,28,23,21,4,0,76,2.986,4,RITCHEY S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,25,20,11,6,1,63,2.984,1,RITCHEY S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,33,39,18,4,2,96,3.010,0,RITCHEY S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,17,28,11,3,1,60,2.950,3,OSTROVSKAYA N ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,27,34,13,1,1,76,3.118,3,OSTROVSKAYA N ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,4,12,14,6,3,39,2.205,1,XU Z ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,7,33,30,7,5,82,2.365,0,BANGSTEIN B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,6,13,6,6,1,32,2.531,0,SHAW S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,15,22,0,0,0,37,3.405,0,LYON B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,12,14,3,0,2,31,3.096,0,STARR L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,8,41,16,2,2,69,2.739,0,BALL D ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,5,8,7,0,1,21,2.761,0,MCCARROLL D ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,13,16,2,2,0,33,3.212,0,ALVARADO L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,2,7,8,0,1,18,2.500,0,SEGER M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,37,10,4,0,0,51,3.647,0,STARR L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,32,8,4,0,0,44,3.636,0,STARR L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,4,6,0,0,0,10,3.400,0,LYON B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,28,21,14,4,0,67,3.089,1,AL-RAMTHAN A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,37,22,6,3,0,68,3.367,2,KOOLA P ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,35,18,8,1,2,64,3.296,0,VILLAREAL S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,35,24,7,2,0,68,3.352,0,AL-RAMTHAN A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,26,18,11,0,0,55,3.272,0,JIANG L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,24,23,9,2,0,58,3.189,0,VILLAREAL S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,34,24,4,2,0,64,3.406,0,JIANG L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,13,35,25,4,2,79,2.670,0,BANGSTEIN B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,5,30,22,3,2,62,2.532,1,XU Z ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,9,0,0,0,0,9,4.000,0,STARR L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,22,32,12,3,1,70,3.014,1,SHAW S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,7,6,3,0,0,16,3.250,0,WHITE L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,42,17,3,1,0,63,3.587,1,WHITE L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,53,20,13,6,2,94,3.234,1,WHITE L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,27,35,14,5,1,82,3.000,1,SPEARS C ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,20,17,18,0,0,55,3.036,4,LARA RUIZ J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,4,7,2,2,1,16,2.687,0,LENFEST S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,36,33,19,1,3,92,3.065,3,LENFEST S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,21,23,10,3,0,57,3.087,2,GIBSON E ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,17,10,10,1,1,39,3.051,0,GIBSON E ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,43,32,17,2,1,95,3.200,0,WICKLIFF T ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,32,36,24,2,1,95,3.010,1,WICKLIFF T ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,21,24,13,2,0,60,3.066,2,LENFEST S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,36,35,17,2,0,90,3.166,0,WICKLIFF T ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,31,29,18,6,0,84,3.011,1,MCKENZIE J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,38,37,15,2,2,94,3.138,2,ELMS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,27,30,30,5,0,92,2.858,4,SUSINDAR S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,37,34,14,7,0,92,3.097,2,SUSINDAR S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-102,31,11,3,1,0,46,3.565,1,SUSINDAR S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,9,16,4,0,0,29,3.172,1,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,7,21,1,0,0,29,3.206,0,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,5,19,5,0,0,29,3.000,1,MORTE M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,5,18,6,0,0,29,2.965,0,MORTE M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,5,18,5,1,0,29,2.931,0,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,7,18,3,0,0,28,3.142,1,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,12,15,2,0,0,29,3.344,0,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,0,4,1,0,1,6,2.333,0,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,4,19,2,0,1,26,2.961,1,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,3,23,3,0,0,29,3.000,0,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,1,6,0,0,0,7,3.142,0,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,3,23,4,0,0,30,2.966,0,BROOKS R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,6,11,5,1,0,23,2.956,0,AL-RAMTHAN A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,1,17,5,0,1,24,2.708,0,AL-RAMTHAN A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,3,15,5,0,0,23,2.913,0,VILLAREAL S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,3,14,4,3,0,24,2.708,0,JIANG L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,1,15,8,0,0,24,2.708,0,AL-RAMTHAN A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,2,17,3,1,0,23,2.869,1,JIANG L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,6,15,2,1,1,25,2.960,0,JIANG L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,4,9,4,1,0,18,2.888,0,VILLAREAL S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,1,13,8,1,0,23,2.608,0,SHAW S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,4,9,10,1,2,26,2.461,0,XU Z ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,1,10,5,1,0,17,2.647,0,BANGSTEIN B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,7,1,0,0,0,8,3.875,0,LYON B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,0,2,14,0,0,16,2.000,0,BALL D ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-216,0,0,2,0,4,6,0.666,0,MCCARROLL D ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,13,10,1,0,0,24,3.500,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,15,7,1,0,0,23,3.608,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,17,3,1,2,0,23,3.521,1,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,15,7,0,0,0,22,3.681,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,7,15,2,0,0,24,3.208,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,12,11,1,0,0,24,3.458,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,4,16,6,0,0,26,2.923,0,LARA RUIZ J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,6,17,1,0,0,24,3.208,0,LARA RUIZ J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,6,14,6,0,0,26,3.000,0,LARA RUIZ J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,5,14,5,0,0,24,3.000,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,8,8,6,1,0,23,3.000,1,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,2,17,4,1,0,24,2.833,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,1,16,3,3,1,24,2.541,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,7,11,4,0,1,23,3.000,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,4,14,1,0,1,20,3.000,3,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,2,17,5,0,0,24,2.875,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,4,17,2,0,0,23,3.086,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,4,15,4,0,0,23,3.000,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,1,14,8,1,0,24,2.625,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,5,14,4,0,0,23,3.043,1,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,5,14,5,0,0,24,3.000,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,6,14,4,0,0,24,3.083,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,3,15,6,0,0,24,2.875,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,6,13,5,0,0,24,3.041,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,6,12,6,0,0,24,3.000,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,7,10,7,0,0,24,3.000,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,7,10,5,1,0,23,3.000,1,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,6,12,5,0,0,23,3.043,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,7,8,7,0,0,22,3.000,1,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,4,16,3,1,0,24,2.958,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,0,16,7,1,0,24,2.625,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,1,14,8,1,0,24,2.625,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,1,9,13,0,1,24,2.375,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,2,8,9,2,0,21,2.476,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,2,14,8,0,0,24,2.750,0,RICHARD J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,13,11,0,0,0,24,3.541,0,CORNEJO J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,16,7,1,0,0,24,3.625,0,CORNEJO J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,8,10,4,2,0,24,3.000,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,9,9,4,1,1,24,3.000,0,IJAZ M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,12,4,1,0,0,17,3.647,0,XU C ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,5,7,1,0,0,13,3.307,0,XU Z ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,6,4,0,0,0,10,3.600,0,LYON B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,25,1,2,0,0,28,3.821,0,BANGSTEIN B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,1,7,0,0,0,8,3.125,0,SHAW S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,10,3,0,0,0,13,3.769,0,SHAW S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,9,19,4,0,0,32,3.156,0,BALL D ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-217,4,2,2,0,0,8,3.250,0,STARR L ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-289,10,7,0,0,0,17,3.588,0,LAGOUDAS M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-289,54,9,1,1,1,66,3.727,3,HAN A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-291,19,1,0,0,1,21,3.761,0,CHAMITOFF G ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-311,20,0,0,0,0,20,4.000,0,DONNELL J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-312,14,1,1,0,0,16,3.812,0,DEERE R ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-350,32,0,0,0,0,32,4.000,0,RIVERA S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-385,22,0,0,0,0,22,4.000,0,UGAZ V ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-385,7,2,0,0,1,10,3.400,0,KARSILAYAN A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-385,4,0,1,0,0,5,3.600,0,PRICE A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-385,7,0,0,0,0,7,4.000,0,BANERJEE A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-385,14,3,0,0,0,17,3.823,0,CORLETO-MENA C ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-450,28,1,0,0,0,29,3.965,0,POLYZOI M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-461,15,0,0,0,0,15,4.000,0,FINBERG C ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-462,22,5,1,0,0,28,3.750,0,DONNELL J ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-484,37,0,0,0,0,37,4.000,0,RIVERA S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-484,5,1,0,0,0,6,3.833,0,RIVERA S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-484,6,0,0,0,0,6,4.000,0,RIVERA S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-484,8,0,0,0,0,8,4.000,0,RIVERA S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-485,9,0,0,0,0,9,4.000,0,CURRAN C ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-491,6,0,0,0,0,6,4.000,0,HOLTZAPPLE M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-491,4,0,1,0,0,5,3.600,0,MOSTAFAVI A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-491,27,2,2,0,0,31,3.806,0,CHAMITOFF G ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-491,5,0,0,0,0,5,4.000,0,LIN Y ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-491,5,0,0,0,0,5,4.000,0,MULIANA H ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-491,3,4,0,0,0,7,3.428,0,YI S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ENGR-491,5,0,0,0,0,5,4.000,0,LAN S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-601,10,1,0,0,0,11,3.909,0,AKBULUT M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-601,15,2,0,0,0,17,3.882,0,AKBULUT M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-604,8,0,0,0,0,8,4.000,0,PISTIKOPOULOS E ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-604,14,0,0,0,0,14,4.000,0,PISTIKOPOULOS E ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-606,8,0,1,0,1,10,3.400,0,BUTENKO S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-606,12,3,2,0,3,20,3.050,0,BUTENKO S ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-608,4,4,0,0,0,8,3.500,0,GAUSE F ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-608,6,8,0,0,1,15,3.200,0,GAUSE F ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-615,7,0,1,0,1,9,3.333,1,BIRCHFIELD A ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-618,9,3,0,0,0,12,3.750,1,HASAN M ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-651,10,4,0,0,0,14,3.714,0,WARREN G ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-663,7,0,0,0,0,7,4.000,0,PETTY B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-663,11,0,0,0,0,11,4.000,0,PETTY B ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-664,6,0,1,0,0,7,3.714,0,WHITTEN G ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-664,8,2,0,0,1,11,3.454,0,WHITTEN G ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
ICPE-670,10,1,1,0,0,12,3.750,0,IAKOVOU E ,FALL,2024,ENGINEERING,COLLEGE OF ENGINEERING
CSCE-110,2,10,5,2,2,21,2.380,3,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-110,5,9,2,0,2,18,2.833,3,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-110,4,11,7,0,0,22,2.863,2,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-110,3,4,5,2,1,15,2.400,0,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-110,6,13,4,1,0,24,3.000,0,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-110,9,9,4,1,0,23,3.130,0,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-110,7,8,8,0,0,23,2.956,1,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-110,6,4,9,1,1,21,2.619,0,YUM K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,16,2,0,1,2,21,3.380,3,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,20,0,0,1,1,22,3.681,0,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,14,2,0,2,3,21,3.047,3,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,10,1,0,1,4,16,2.750,3,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,14,2,1,1,2,20,3.250,1,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,16,2,0,2,1,21,3.428,0,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,22,1,0,0,0,23,3.956,0,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-111,11,0,1,1,0,13,3.615,0,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,27,3,0,0,0,30,3.900,0,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,26,2,0,0,0,28,3.928,1,THOMAS S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,12,4,4,1,1,22,3.136,1,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,11,8,1,2,0,22,3.272,2,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,3,3,1,1,22,3.272,2,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,5,3,1,0,23,3.391,1,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,10,4,0,1,1,16,3.312,1,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,16,1,1,1,0,19,3.684,3,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,15,2,1,2,1,21,3.333,3,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,12,5,1,1,0,19,3.473,4,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,13,7,0,2,0,22,3.409,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,11,4,3,2,0,20,3.200,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,11,6,2,4,0,23,3.043,1,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,13,6,2,1,0,22,3.409,2,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,8,4,3,1,0,16,3.187,2,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,8,9,2,0,0,19,3.315,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,11,4,3,1,0,19,3.315,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,7,1,1,3,0,12,3.000,1,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,15,4,2,1,1,23,3.347,1,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,12,6,5,0,1,24,3.166,0,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,15,3,1,0,0,19,3.736,3,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,5,1,1,0,21,3.523,3,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,19,3,1,0,0,23,3.782,1,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,15,1,3,2,2,23,3.086,1,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,13,5,4,0,1,23,3.260,1,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,16,4,0,0,4,24,3.166,0,MERCHANT A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,15,4,3,0,1,23,3.391,1,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,7,1,0,0,22,3.590,2,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,16,5,3,0,0,24,3.541,0,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
