course,A,B,C,D,F,total,gpa,Q,professor,semester,year,college,department
MMET-401,1,10,2,0,0,13,2.923,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,6,7,2,0,0,15,3.266,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,3,8,2,0,0,13,3.076,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,7,5,2,0,0,14,3.357,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,5,7,2,0,0,14,3.214,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,6,7,1,0,0,14,3.357,1,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-401,4,9,1,0,0,14,3.214,0,VAJIPEYAJULA B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-402,3,8,0,0,0,11,3.272,0,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-402,4,9,0,0,0,13,3.307,0,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-402,4,7,1,1,0,13,3.076,0,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-402,2,6,2,0,0,10,3.000,0,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-402,1,10,1,0,0,12,3.000,0,SHEPARD M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-410,1,6,2,0,0,9,2.888,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-410,1,5,2,2,0,10,2.500,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-410,1,5,4,0,0,10,2.700,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-410,2,6,2,0,0,10,3.000,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-410,3,6,1,0,0,10,3.200,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-410,2,4,1,0,0,7,3.142,0,HSIEH S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-412,9,7,2,0,0,18,3.388,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-412,4,10,4,0,0,18,3.000,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-412,6,9,2,0,0,17,3.235,0,WANG H ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-422,20,5,0,0,0,25,3.800,0,SMITH C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-422,14,9,1,0,0,24,3.541,0,SMITH C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-429,13,18,0,0,0,31,3.419,0,BRADLEY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-429,11,17,4,0,0,32,3.218,0,BRADLEY G ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MMET-463,3,26,20,1,0,50,2.620,0,KUTTOLAMADOM M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-250,2,8,2,0,0,12,3.000,0,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-250,3,6,2,0,0,11,3.090,1,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-250,4,6,1,0,0,11,3.272,0,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-300,5,7,2,0,0,14,3.214,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-300,4,10,2,0,0,16,3.125,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-300,3,5,1,0,0,9,3.222,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-300,5,7,3,0,0,15,3.133,0,SONG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-375,2,4,4,0,0,10,2.800,1,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-375,5,7,1,0,0,13,3.307,0,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-375,8,3,4,0,0,15,3.266,0,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-375,9,3,3,0,0,15,3.400,0,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-375,5,6,1,0,0,12,3.333,0,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-375,10,3,1,0,0,14,3.642,1,GHARIB M ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-400,1,4,4,0,0,9,2.666,0,LEE K ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-400,0,6,2,0,0,8,2.750,1,LEE K ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-400,4,2,5,0,0,11,2.909,0,LEE K ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-400,3,5,1,0,0,9,3.222,0,LEE K ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
MXET-400,2,5,4,0,0,11,2.818,0,LEE K ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMG-476,23,21,3,0,0,47,3.425,1,SWEENEY D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-610,13,0,0,0,0,13,4.000,0,ZOGHI B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-610,11,1,0,0,0,12,3.916,0,ZOGHI B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-610,8,1,1,0,0,10,3.700,0,ZOGHI B ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-612,18,2,0,0,0,20,3.900,0,YANG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-612,10,6,0,0,0,16,3.625,0,YANG X ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-613,15,5,0,0,0,20,3.750,0,DECKER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-613,7,9,0,0,0,16,3.437,0,DECKER L ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-619,10,0,0,0,0,10,4.000,0,REYES DENIZARD N ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-619,10,0,0,0,0,10,4.000,0,JONES K ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-619,8,0,0,0,0,8,4.000,0,HUGHES J ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-619,8,0,0,0,0,8,4.000,0,PREUSSER D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-623,14,3,0,0,0,17,3.823,0,HAVERN C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-623,15,1,0,0,0,16,3.937,0,HAVERN C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-624,17,0,0,0,0,17,4.000,0,SPENCE E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-624,16,0,0,0,0,16,4.000,0,SPENCE E ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-630,14,0,0,0,0,14,4.000,0,MAHMOUD A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-630,13,1,0,0,0,14,3.928,0,MAHMOUD A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-630,12,1,0,0,0,13,3.923,0,SWINK V ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-631,8,2,0,0,0,10,3.800,0,MAHMOUD A ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-631,7,3,0,0,0,10,3.700,0,ASSAD C ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-631,8,3,0,0,0,11,3.727,0,MODY R ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-631,10,1,0,0,0,11,3.909,0,THOMPSON S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-636,9,1,0,0,0,10,3.900,0,WEBSTER S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-636,9,1,0,0,0,10,3.900,0,WEBSTER S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-636,8,1,0,0,0,9,3.888,0,WEBSTER S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-636,6,5,0,0,0,11,3.545,0,WEBSTER S ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-689,21,0,0,0,0,21,4.000,0,TONG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
TCMT-689,18,3,0,0,0,21,3.857,0,TONG D ,FALL,2024,ENGINEERING,ENG TECH & IND DISTRIBUTION
DAEN-300,22,11,4,1,1,39,3.333,0,GUTMAN D ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
DAEN-321,8,14,1,0,0,23,3.304,1,TUO R ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
DAEN-331,6,13,7,2,4,32,2.468,2,GEUNES J ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-210,20,22,11,8,4,65,2.707,5,MORENO CENTENO E ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-210,13,15,19,4,0,51,2.725,4,MORENO CENTENO E ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-230,1,5,2,0,0,8,2.875,3,WANG Y ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-230,13,27,19,3,0,62,2.806,8,WANG Y ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-281,12,13,2,0,1,28,3.137,0,JEONG J ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-281,3,5,1,0,0,9,3.222,0,JEONG J ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-281,7,13,5,0,0,25,3.080,0,JEONG J ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-281,14,12,2,0,0,28,3.428,0,JEONG J ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-302,68,23,2,0,1,94,3.670,0,RODGERS A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-302,21,21,16,3,2,63,2.888,7,MILLER S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-302,62,10,1,0,0,73,3.835,0,RODGERS A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-302,51,22,2,1,1,77,3.571,1,RODGERS A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-302,45,23,0,0,0,68,3.661,5,RODGERS A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-310,18,28,29,4,0,79,2.759,2,ERRAGUNTLA M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-310,11,19,6,2,0,38,3.026,3,KESRIT P ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-310,16,26,13,2,0,57,2.982,0,ERRAGUNTLA M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-320,29,10,7,1,0,47,3.425,0,LI Y ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-320,6,20,12,0,1,39,2.769,4,APRAHAMIAN H ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-320,29,11,2,0,1,43,3.558,0,LI Y ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-320,4,8,10,4,1,27,2.370,11,ZHANG S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-330,13,17,5,1,0,36,3.166,1,SASANGOHAR F ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-330,19,20,1,0,0,40,3.450,0,ZAHABI M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-340,0,18,15,2,0,35,2.457,3,LAWLEY M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-340,17,33,11,1,0,62,3.064,2,LAWLEY M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-350,28,28,13,1,1,71,3.140,0,BENNETT G ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-350,15,15,16,1,2,49,2.816,0,BENNETT G ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-355,4,14,29,9,1,57,2.192,2,VALDEZ-FLORES C ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-355,9,24,16,3,1,53,2.698,3,VALDEZ-FLORES C ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-355,4,15,11,3,0,33,2.606,0,VALDEZ-FLORES C ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-370,5,6,6,1,0,18,2.833,2,WANG Y ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-370,35,12,0,0,0,47,3.744,0,NAKKINA T ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-370,22,22,4,0,0,48,3.375,0,BISWAS S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-405,30,37,15,2,0,84,3.130,1,WANG S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-410,8,22,19,2,0,51,2.705,1,SMITH D ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-411,37,30,8,2,0,77,3.324,0,MILLER S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-413,12,21,7,3,0,43,2.976,0,ECKMAN D ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-434,69,10,0,0,0,79,3.873,0,JEI H ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-440,47,25,2,1,0,75,3.573,0,DO M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-441,42,21,4,0,0,67,3.567,2,CURRIE-GREGG N ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-453,6,10,4,1,0,21,3.000,1,CURRY G ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-460,29,15,0,0,0,44,3.659,0,DO M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-460,27,3,0,1,0,31,3.806,0,MILLER S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-609,4,4,4,1,0,13,2.846,5,MOMCILOVIC P ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-613,6,25,19,6,1,57,2.508,0,ECKMAN D ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-613,9,9,4,0,0,22,3.227,1,ECKMAN D ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-615,34,25,1,0,0,60,3.550,0,ELWANY A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-615,8,3,1,1,0,13,3.384,0,ELWANY A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-620,6,5,1,0,0,12,3.416,0,EKSIN C ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-620,4,1,0,0,0,5,3.800,1,BUTENKO S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-622,2,6,3,0,0,11,2.909,1,BUTENKO S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-625,9,3,0,0,1,13,3.461,0,FELDMAN R ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-625,1,3,0,1,0,5,2.800,0,BANERJEE A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-630,30,14,3,1,0,48,3.520,0,FERRIS T ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-630,4,8,1,0,0,13,3.230,0,FERRIS T ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-635,31,4,0,1,0,36,3.805,0,FERRIS T ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-637,5,3,0,0,0,8,3.625,0,GARCIA A ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-640,7,1,0,0,0,8,3.875,0,MAYER R ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-640,6,1,0,0,0,7,3.857,0,MAYER R ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-645,53,6,0,0,0,59,3.898,1,GRAUL M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-645,6,1,0,0,0,7,3.857,0,GRAUL M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-658,5,5,0,0,0,10,3.500,0,GONUMAKULAPALLE ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-660,9,8,4,0,0,21,3.238,0,CURRIE-GREGG N ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-660,7,3,3,0,1,14,3.071,0,CURRIE-GREGG N ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-665,29,2,1,0,0,32,3.875,0,GRAUL M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-665,8,2,0,0,0,10,3.800,0,GRAUL M ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-667,42,4,0,0,0,46,3.913,0,PARSAEI H ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
ISEN-689,9,0,0,0,0,9,4.000,0,WANG S ,FALL,2024,ENGINEERING,INDUSTRIAL & SYSTEMS ENG
MSEN-201,16,23,19,8,2,68,2.632,5,PHARR G ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-205,5,0,0,0,0,5,4.000,0,SHAMBERGER P ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-205,25,32,10,1,1,69,3.144,1,SHAMBERGER P ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-210,12,13,9,3,4,41,2.634,2,LIPKIN D ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-222,29,28,12,1,0,70,3.214,2,OZCAN H ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-222,63,52,11,4,1,131,3.312,10,ATLI K ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-250,40,1,0,1,0,42,3.904,0,PENTZER E ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-260,7,31,8,1,1,48,2.875,0,HSIAO K ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-301,5,4,2,0,1,12,3.000,0,DEMBLON A ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-301,5,6,0,0,1,12,3.166,0,DEMBLON A ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-301,5,5,0,0,0,10,3.500,1,DEMBLON A ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-302,12,0,0,0,0,12,4.000,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-302,9,0,0,0,0,9,4.000,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-302,11,2,0,0,0,13,3.846,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-302,9,6,0,0,0,15,3.600,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-305,8,23,22,3,2,58,2.551,5,DEMKOWICZ M ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-320,6,16,20,0,0,42,2.666,5,SRIVASTAVA A ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-325,3,8,6,1,0,18,2.722,1,LIN Y ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-330,5,5,1,0,0,11,3.363,1,CAGIN T ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-360,4,7,0,0,0,11,3.363,0,KOLLURU P ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-360,5,5,1,1,0,12,3.166,0,KOLLURU P ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-380,21,10,3,2,3,39,3.128,0,LIPKIN D ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-400,3,9,1,0,0,13,3.153,0,TU Q ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-401,14,1,0,0,0,15,3.933,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-401,15,0,0,0,0,15,4.000,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-401,13,1,1,0,0,15,3.800,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-401,9,3,0,0,0,12,3.750,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-401,10,2,0,0,0,12,3.833,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-401,14,0,1,0,0,15,3.866,0,MANSOOR B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-410,27,24,18,3,1,73,3.000,1,RADOVIC M ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-440,12,12,0,1,0,25,3.400,0,CASTANEDA-LOPEZ H ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-470,9,3,0,0,0,12,3.750,0,CAGIN T ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-489,5,2,0,0,0,7,3.714,1,QIAN X ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-489,17,9,0,0,1,27,3.518,1,BUTLER B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-489,3,5,0,0,0,8,3.375,0,LIN P ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-489,4,7,1,0,0,12,3.250,2,WARE T ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-601,16,13,4,0,0,33,3.363,0,QIAN X ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-603,15,8,0,0,0,23,3.652,0,SUKHISHVILI S ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-604,6,3,0,0,0,9,3.666,0,QIAN X ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-626,13,1,0,0,0,14,3.928,0,SU H ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-640,14,26,3,0,0,43,3.255,0,PARAMORE J ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-643,13,3,0,0,0,16,3.812,0,CASTANEDA-LOPEZ H ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-660,24,2,1,0,0,27,3.851,0,XIE K ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-670,8,0,0,0,0,8,4.000,0,CAGIN T ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-689,9,1,0,0,0,10,3.900,0,BUTLER B ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MSEN-689,5,1,0,0,0,6,3.833,0,LIN P ,FALL,2024,ENGINEERING,MATERIALS SCIENCE & ENGR
MEEN-210,85,1,1,0,0,87,3.965,0,LEWIS H ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-210,90,3,0,0,0,93,3.967,0,WANG N ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-210,90,2,1,0,0,93,3.956,0,WANG N ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-221,24,26,28,11,4,93,2.591,4,CORLETO-MENA C ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-221,30,28,18,5,4,85,2.882,11,MCVAY M ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-221,19,29,21,11,6,86,2.511,11,MCVAY M ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-221,30,38,29,2,2,101,2.910,6,ELLIOTT M ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-223,65,42,4,0,0,111,3.549,0,PHARR M ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-223,84,13,2,0,0,99,3.828,0,KRISHNAMOORTHY A ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-225,17,9,8,0,0,34,3.264,1,HAGLUND J ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-225,52,34,11,1,1,99,3.363,0,THOMAS N ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-225,56,38,3,0,0,97,3.546,2,THOMAS N ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-225,46,42,7,3,0,98,3.336,2,COPE D ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-225,51,38,10,0,0,99,3.414,1,COPE D ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-260,8,6,5,1,1,21,2.904,1,HAGLUND J ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-260,7,3,1,3,0,14,3.000,0,HAGLUND J ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
MEEN-260,6,5,1,0,0,12,3.416,0,HAGLUND J ,FALL,2024,ENGINEERING,MECHANICAL ENGINEERING
